Departamento de residencia,Causa de muerte,Total,Hombres,Mujeres,Anio,Código CIE-10
Escuintla,"Otros trastornos de los líquidos, de los electrólitos y del equilibrio ácido-básico",43,15,28,18,E87
Escuintla,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",571,324,247,18,R00 - R99
Escuintla,Otras causas,1547,846,701,18,Otras causas
Santa Rosa,Todas las causas,2126,1188,938,18,Todas las causas
Santa Rosa,Infarto agudo del miocardio,201,101,100,18,I21
Santa Rosa,"Neumonía, organismo no especificado",113,64,49,18,J18
Santa Rosa,"Diabetes mellitus, no especificada",109,35,74,18,E14
Santa Rosa,"Agresión con disparo de otras armas de fuego, y las no especificadas",98,86,12,18,X95
Santa Rosa,Enfermedad renal crónica,74,45,29,18,N18
Santa Rosa,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",71,63,8,18,V89
Santa Rosa,Exposición a factores no especificados,54,44,10,18,X59
Santa Rosa,Insuficiencia renal no especificada,52,25,27,18,N19
Santa Rosa,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",40,22,18,18,I64
Santa Rosa,Insuficiencia cardíaca,39,15,24,18,I50
Santa Rosa,Fibrosis y cirrosis del hígado,38,21,17,18,K74
Santa Rosa,Tumor maligno del hígado y de las vías biliares intrahepáticas,35,11,24,18,C22
Santa Rosa,Tumor maligno del estómago,34,22,12,18,C16
Santa Rosa,Otras sepsis,29,13,16,18,A41
Santa Rosa,Otras enfermedades cerebrovasculares,24,9,15,18,I67
Santa Rosa,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",314,165,149,18,R00 - R99
Santa Rosa,Otras causas,801,447,354,18,Otras causas
Solola,Todas las causas,1839,981,858,18,Todas las causas
Solola,"Neumonía, organismo no especificado",194,84,110,18,J18
Solola,"Diabetes mellitus, no especificada",90,44,46,18,E14
Solola,Otras gastroenteritis y colitis de origen infeccioso y no especificado,87,49,38,18,A09
Solola,Infarto agudo del miocardio,76,40,36,18,I21
Solola,Diabetes mellitus no insulinodependiente,74,34,40,18,E11
Solola,Exposición a factores no especificados,73,57,16,18,X59
Solola,"Envenenamiento accidental por, y exposición al alcohol",51,51,0,18,X45
Solola,Fibrosis y cirrosis del hígado,45,31,14,18,K74
Solola,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",41,18,23,18,I64
Solola,"Desnutrición proteicocalórica, no especificada",38,17,21,18,E46
Solola,Tumor maligno del estómago,32,16,16,18,C16
Solola,Tumor maligno del hígado y de las vías biliares intrahepáticas,31,12,19,18,C22
Solola,Enfermedad alcohólica del hígado,30,27,3,18,K70
Solola,"Neumonía bacteriana, no clasificada en otra parte",29,16,13,18,J15
Solola,Otras sepsis,25,15,10,18,A41
Solola,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",278,131,147,18,R00 - R99
Solola,Otras causas,645,339,306,18,Otras causas
Totonicapan,Todas las causas,2524,1397,1127,18,Todas las causas
Totonicapan,"Neumonía, organismo no especificado",177,93,84,18,J18
Totonicapan,"Diabetes mellitus, no especificada",133,75,58,18,E14
Totonicapan,"Envenenamiento accidental por, y exposición al alcohol",120,100,20,18,X45
Totonicapan,Otras gastroenteritis y colitis de origen infeccioso y no especificado,73,36,37,18,A09
Totonicapan,Fibrosis y cirrosis del hígado,69,43,26,18,K74
Totonicapan,Exposición a factores no especificados,49,38,11,18,X59
Totonicapan,Enfermedad alcohólica del hígado,48,33,15,18,K70
Totonicapan,Hipertensión esencial (primaria),39,16,23,18,I10
Totonicapan,Diabetes mellitus no insulinodependiente,38,20,18,18,E11
Totonicapan,Tumor maligno de sitios no especificados,30,10,20,18,C80
Totonicapan,Infarto agudo del miocardio,30,12,18,18,I21
Totonicapan,Trastornos mentales y del comportamiento debidos al uso de alcohol,28,21,7,18,F10
Totonicapan,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",27,21,6,18,V89
Totonicapan,Otros trastornos del encéfalo,26,12,14,18,G93
Totonicapan,Enfermedad renal crónica,22,10,12,18,N18
Totonicapan,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",898,453,445,18,R00 - R99
Totonicapan,Otras causas,717,404,313,18,Otras causas
Quetzaltenango,Todas las causas,4516,2458,2058,18,Todas las causas
Quetzaltenango,"Diabetes mellitus, no especificada",314,129,185,18,E14
Quetzaltenango,Infarto agudo del miocardio,229,126,103,18,I21
Quetzaltenango,"Neumonía, organismo no especificado",203,107,96,18,J18
Quetzaltenango,Insuficiencia cardíaca,177,81,96,18,I50
Quetzaltenango,Fibrosis y cirrosis del hígado,154,89,65,18,K74
Quetzaltenango,Enfermedad alcohólica del hígado,141,117,24,18,K70
Quetzaltenango,Exposición a factores no especificados,123,93,30,18,X59
Quetzaltenango,"Agresión con disparo de otras armas de fuego, y las no especificadas",114,106,8,18,X95
Quetzaltenango,Diabetes mellitus no insulinodependiente,100,39,61,18,E11
Quetzaltenango,"Envenenamiento accidental por, y exposición al alcohol",93,78,15,18,X45
Quetzaltenango,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",87,66,21,18,V89
Quetzaltenango,Tumor maligno del estómago,83,28,55,18,C16
Quetzaltenango,Tumor maligno del hígado y de las vías biliares intrahepáticas,77,34,43,18,C22
Quetzaltenango,Enfermedad renal crónica,76,37,39,18,N18
Quetzaltenango,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",73,31,42,18,I64
Quetzaltenango,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",531,290,241,18,R00 - R99
Quetzaltenango,Otras causas,1941,1007,934,18,Otras causas
Suchitepequez,Todas las causas,2989,1641,1348,18,Todas las causas
Suchitepequez,"Diabetes mellitus, no especificada",140,51,89,18,E14
Suchitepequez,Infarto agudo del miocardio,122,78,44,18,I21
Suchitepequez,Exposición a factores no especificados,117,100,17,18,X59
Suchitepequez,Insuficiencia renal no especificada,109,72,37,18,N19
Suchitepequez,"Neumonía, organismo no especificado",84,49,35,18,J18
Suchitepequez,Fibrosis y cirrosis del hígado,82,48,34,18,K74
Suchitepequez,Enfermedad renal crónica,73,42,31,18,N18
Suchitepequez,Tumor maligno del hígado y de las vías biliares intrahepáticas,49,23,26,18,C22
Suchitepequez,"Agresión con disparo de otras armas de fuego, y las no especificadas",39,34,5,18,X95
Suchitepequez,Diabetes mellitus no insulinodependiente,38,15,23,18,E11
Suchitepequez,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",31,28,3,18,V89
Suchitepequez,Otras gastroenteritis y colitis de origen infeccioso y no especificado,26,10,16,18,A09
Suchitepequez,Tumor maligno del estómago,25,9,16,18,C16
Suchitepequez,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",23,12,11,18,I64
Suchitepequez,"Disparo de otras armas de fuego, y las no especificadas",22,20,2,18,W34
Suchitepequez,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",1301,658,643,18,R00 - R99
Suchitepequez,Otras causas,708,392,316,18,Otras causas
Retalhuleu,Todas las causas,1901,1087,814,18,Todas las causas
Retalhuleu,"Diabetes mellitus, no especificada",90,37,53,18,E14
Retalhuleu,Exposición a factores no especificados,67,52,15,18,X59
Retalhuleu,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",60,51,9,18,V89
Retalhuleu,Insuficiencia renal no especificada,58,46,12,18,N19
Retalhuleu,"Agresión con disparo de otras armas de fuego, y las no especificadas",54,48,6,18,X95
Retalhuleu,"Neumonía, organismo no especificado",45,25,20,18,J18
Retalhuleu,Infarto agudo del miocardio,39,20,19,18,I21
Retalhuleu,Fibrosis y cirrosis del hígado,36,18,18,18,K74
Retalhuleu,Enfermedad renal crónica,34,23,11,18,N18
Retalhuleu,Insuficiencia cardíaca,22,8,14,18,I50
Retalhuleu,Otras enfermedades del sistema digestivo,18,9,9,18,K92
Retalhuleu,Diabetes mellitus no insulinodependiente,17,8,9,18,E11
Retalhuleu,Tumor maligno del hígado y de las vías biliares intrahepáticas,16,9,7,18,C22
Retalhuleu,Otras gastroenteritis y colitis de origen infeccioso y no especificado,15,8,7,18,A09
Retalhuleu,Otros trastornos del encéfalo,14,4,10,18,G93
Retalhuleu,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",890,450,440,18,R00 - R99
Retalhuleu,Otras causas,426,271,155,18,Otras causas
San Marcos,Todas las causas,4920,2800,2120,18,Todas las causas
San Marcos,"Neumonía, organismo no especificado",635,376,259,18,J18
San Marcos,Infarto agudo del miocardio,468,279,189,18,I21
San Marcos,"Diabetes mellitus, no especificada",273,95,178,18,E14
San Marcos,Fibrosis y cirrosis del hígado,202,123,79,18,K74
San Marcos,Otras gastroenteritis y colitis de origen infeccioso y no especificado,148,77,71,18,A09
San Marcos,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",146,70,76,18,I64
San Marcos,Insuficiencia cardíaca,139,68,71,18,I50
San Marcos,Exposición a factores no especificados,128,103,25,18,X59
San Marcos,Enfermedad renal crónica,118,70,48,18,N18
San Marcos,Diabetes mellitus no insulinodependiente,116,44,72,18,E11
San Marcos,Tumor maligno del hígado y de las vías biliares intrahepáticas,103,50,53,18,C22
San Marcos,Tumor maligno del estómago,83,43,40,18,C16
San Marcos,Trastornos mentales y del comportamiento debidos al uso de alcohol,78,68,10,18,F10
San Marcos,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",74,63,11,18,V89
San Marcos,"Envenenamiento accidental por, y exposición al alcohol",71,66,5,18,X45
San Marcos,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",487,283,204,18,R00 - R99
San Marcos,Otras causas,1651,922,729,18,Otras causas
Huehuetenango,Todas las causas,4511,2391,2120,18,Todas las causas
Huehuetenango,"Neumonía, organismo no especificado",551,296,255,18,J18
Huehuetenango,Infarto agudo del miocardio,340,180,160,18,I21
Huehuetenango,"Diabetes mellitus, no especificada",284,106,178,18,E14
Huehuetenango,Otras gastroenteritis y colitis de origen infeccioso y no especificado,177,95,82,18,A09
Huehuetenango,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",162,83,79,18,I64
Huehuetenango,Exposición a factores no especificados,154,122,32,18,X59
Huehuetenango,Tumor maligno del hígado y de las vías biliares intrahepáticas,116,60,56,18,C22
Huehuetenango,Tumor maligno del estómago,109,59,50,18,C16
Huehuetenango,Fibrosis y cirrosis del hígado,108,70,38,18,K74
Huehuetenango,Diabetes mellitus no insulinodependiente,95,32,63,18,E11
Huehuetenango,"Envenenamiento accidental por, y exposición al alcohol",84,75,9,18,X45
Huehuetenango,Insuficiencia cardíaca,82,36,46,18,I50
Huehuetenango,Otras enfermedades cerebrovasculares,79,37,42,18,I67
Huehuetenango,Enfermedad renal crónica,74,25,49,18,N18
Huehuetenango,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",66,53,13,18,V89
Huehuetenango,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",165,96,69,18,R00 - R99
Huehuetenango,Otras causas,1865,966,899,18,Otras causas
Quiche,Todas las causas,4050,2179,1871,18,Todas las causas
Quiche,"Neumonía, organismo no especificado",459,217,242,18,J18
Quiche,Otras gastroenteritis y colitis de origen infeccioso y no especificado,140,76,64,18,A09
Quiche,"Diabetes mellitus, no especificada",133,64,69,18,E14
Quiche,Infarto agudo del miocardio,127,74,53,18,I21
Quiche,Diabetes mellitus no insulinodependiente,104,47,57,18,E11
Quiche,"Envenenamiento accidental por, y exposición al alcohol",82,79,3,18,X45
Quiche,Exposición a factores no especificados,80,68,12,18,X59
Quiche,Fibrosis y cirrosis del hígado,78,50,28,18,K74
Quiche,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",62,27,35,18,I64
Quiche,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",58,50,8,18,V89
Quiche,Insuficiencia cardíaca,57,28,29,18,I50
Quiche,Tumor maligno del estómago,55,20,35,18,C16
Quiche,Tumor maligno del hígado y de las vías biliares intrahepáticas,55,27,28,18,C22
Quiche,Enfermedad renal crónica,51,25,26,18,N18
Quiche,Otros trastornos del encéfalo,44,18,26,18,G93
Quiche,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",1090,552,538,18,R00 - R99
Quiche,Otras causas,1375,757,618,18,Otras causas
Baja Verapaz,Todas las causas,1401,734,667,18,Todas las causas
Baja Verapaz,"Neumonía, organismo no especificado",148,76,72,18,J18
Baja Verapaz,Infarto agudo del miocardio,111,47,64,18,I21
Baja Verapaz,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",83,37,46,18,I64
Baja Verapaz,"Diabetes mellitus, no especificada",70,25,45,18,E14
Baja Verapaz,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",37,27,10,18,V89
Baja Verapaz,Otras gastroenteritis y colitis de origen infeccioso y no especificado,35,18,17,18,A09
Baja Verapaz,Hipertensión esencial (primaria),33,15,18,18,I10
Baja Verapaz,Exposición a factores no especificados,32,25,7,18,X59
Baja Verapaz,"Agresión con disparo de otras armas de fuego, y las no especificadas",31,25,6,18,X95
Baja Verapaz,Fibrosis y cirrosis del hígado,30,18,12,18,K74
Baja Verapaz,Tumor maligno del estómago,29,14,15,18,C16
Baja Verapaz,Tumor maligno del hígado y de las vías biliares intrahepáticas,27,10,17,18,C22
Baja Verapaz,Otras enfermedades pulmonares obstructivas crónicas,25,13,12,18,J44
Baja Verapaz,Diabetes mellitus no insulinodependiente,24,10,14,18,E11
Baja Verapaz,Otras enfermedades cerebrovasculares,19,10,9,18,I67
Baja Verapaz,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",116,53,63,18,R00 - R99
Baja Verapaz,Otras causas,551,311,240,18,Otras causas
Alta Verapaz,Todas las causas,4957,2527,2430,18,Todas las causas
Alta Verapaz,"Neumonía, organismo no especificado",835,380,455,18,J18
Alta Verapaz,Otras gastroenteritis y colitis de origen infeccioso y no especificado,378,182,196,18,A09
Alta Verapaz,Infarto agudo del miocardio,258,131,127,18,I21
Alta Verapaz,"Diabetes mellitus, no especificada",219,69,150,18,E14
Alta Verapaz,Fibrosis y cirrosis del hígado,143,86,57,18,K74
Alta Verapaz,Tumor maligno del hígado y de las vías biliares intrahepáticas,112,56,56,18,C22
Alta Verapaz,Exposición a factores no especificados,107,92,15,18,X59
Alta Verapaz,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",106,54,52,18,I64
Alta Verapaz,Otras enfermedades pulmonares obstructivas crónicas,87,40,47,18,J44
Alta Verapaz,"Desnutrición proteicocalórica, no especificada",84,35,49,18,E46
Alta Verapaz,Otras sepsis,79,36,43,18,A41
Alta Verapaz,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",78,64,14,18,V89
Alta Verapaz,Diabetes mellitus no insulinodependiente,75,31,44,18,E11
Alta Verapaz,Tumor maligno del estómago,70,34,36,18,C16
Alta Verapaz,Úlcera gástrica,66,28,38,18,K25
Alta Verapaz,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",205,109,96,18,R00 - R99
Alta Verapaz,Otras causas,2055,1100,955,18,Otras causas
Peten,Todas las causas,2202,1321,881,18,Todas las causas
Peten,"Agresión con disparo de otras armas de fuego, y las no especificadas",157,139,18,18,X95
Peten,"Diabetes mellitus, no especificada",135,49,86,18,E14
Peten,Infarto agudo del miocardio,108,61,47,18,I21
Peten,"Neumonía, organismo no especificado",107,68,39,18,J18
Peten,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",105,92,13,18,V89
Peten,Diabetes mellitus no insulinodependiente,65,21,44,18,E11
Peten,Exposición a factores no especificados,61,43,18,18,X59
Peten,Otras gastroenteritis y colitis de origen infeccioso y no especificado,56,30,26,18,A09
Peten,Fibrosis y cirrosis del hígado,51,27,24,18,K74
Peten,"Neumonía bacteriana, no clasificada en otra parte",48,22,26,18,J15
Peten,Insuficiencia cardíaca,47,29,18,18,I50
Peten,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",43,27,16,18,I64
Peten,Agresión por medios no especificados,42,36,6,18,Y09
Peten,Tumor maligno del hígado y de las vías biliares intrahepáticas,36,21,15,18,C22
Peten,"Desnutrición proteicocalórica, no especificada",36,19,17,18,E46
Peten,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",153,93,60,18,R00 - R99
Peten,Otras causas,952,544,408,18,Otras causas
Izabal,Todas las causas,2193,1203,990,18,Todas las causas
Izabal,Infarto agudo del miocardio,247,124,123,18,I21
Izabal,"Diabetes mellitus, no especificada",143,55,88,18,E14
Izabal,"Neumonía, organismo no especificado",136,68,68,18,J18
Izabal,Exposición a factores no especificados,88,73,15,18,X59
Izabal,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",86,67,19,18,V89
Izabal,"Agresión con disparo de otras armas de fuego, y las no especificadas",78,69,9,18,X95
Izabal,"Disparo de otras armas de fuego, y las no especificadas",77,66,11,18,W34
Izabal,Insuficiencia renal no especificada,63,26,37,18,N19
Izabal,Otras gastroenteritis y colitis de origen infeccioso y no especificado,50,26,24,18,A09
Izabal,Fibrosis y cirrosis del hígado,45,21,24,18,K74
Izabal,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",43,26,17,18,I64
Izabal,Enfermedad renal crónica,36,9,27,18,N18
Izabal,Tumor maligno del hígado y de las vías biliares intrahepáticas,33,13,20,18,C22
Izabal,Tumor maligno del estómago,31,14,17,18,C16
Izabal,Otras sepsis,30,13,17,18,A41
Izabal,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",255,136,119,18,R00 - R99
Izabal,Otras causas,752,397,355,18,Otras causas
Zacapa,Todas las causas,1490,838,652,18,Todas las causas
Zacapa,Infarto agudo del miocardio,266,137,129,18,I21
Zacapa,"Agresión con disparo de otras armas de fuego, y las no especificadas",113,107,6,18,X95
Zacapa,"Diabetes mellitus, no especificada",78,26,52,18,E14
Zacapa,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",53,26,27,18,I64
Zacapa,"Neumonía, organismo no especificado",53,33,20,18,J18
Zacapa,Diabetes mellitus no insulinodependiente,52,15,37,18,E11
Zacapa,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",50,43,7,18,V89
Zacapa,Exposición a factores no especificados,47,35,12,18,X59
Zacapa,Fibrosis y cirrosis del hígado,41,23,18,18,K74
Zacapa,Otras enfermedades cerebrovasculares,33,18,15,18,I67
Zacapa,Tumor maligno del estómago,29,19,10,18,C16
Zacapa,Tumor maligno del hígado y de las vías biliares intrahepáticas,28,14,14,18,C22
Zacapa,Insuficiencia cardíaca,26,13,13,18,I50
Zacapa,Otras enfermedades pulmonares obstructivas crónicas,25,13,12,18,J44
Zacapa,Tumor maligno de la próstata,24,24,0,18,C61
Zacapa,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",56,26,30,18,R00 - R99
Zacapa,Otras causas,516,266,250,18,Otras causas
Chiquimula,Todas las causas,2029,1136,893,18,Todas las causas
Chiquimula,Infarto agudo del miocardio,255,139,116,18,I21
Chiquimula,"Neumonía, organismo no especificado",182,92,90,18,J18
Chiquimula,"Diabetes mellitus, no especificada",95,38,57,18,E14
Chiquimula,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",89,45,44,18,I64
Chiquimula,Insuficiencia cardíaca,88,49,39,18,I50
Chiquimula,Fibrosis y cirrosis del hígado,78,40,38,18,K74
Chiquimula,Exposición a factores no especificados,61,49,12,18,X59
Chiquimula,"Disparo de otras armas de fuego, y las no especificadas",57,56,1,18,W34
Chiquimula,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",53,50,3,18,V89
Chiquimula,"Agresión con disparo de otras armas de fuego, y las no especificadas",49,45,4,18,X95
Chiquimula,Tumor maligno del hígado y de las vías biliares intrahepáticas,46,30,16,18,C22
Chiquimula,Tumor maligno del estómago,41,25,16,18,C16
Chiquimula,Diabetes mellitus no insulinodependiente,41,15,26,18,E11
Chiquimula,Enfermedad renal crónica,34,13,21,18,N18
Chiquimula,Otras gastroenteritis y colitis de origen infeccioso y no especificado,31,16,15,18,A09
Chiquimula,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",83,46,37,18,R00 - R99
Chiquimula,Otras causas,746,388,358,18,Otras causas
Jalapa,Todas las causas,1747,975,772,18,Todas las causas
Jalapa,Infarto agudo del miocardio,119,62,57,18,I21
Jalapa,"Neumonía, organismo no especificado",114,65,49,18,J18
Jalapa,"Diabetes mellitus, no especificada",90,35,55,18,E14
Jalapa,Otros trastornos y los no especificados del sistema circulatorio,78,45,33,18,I99
Jalapa,"Agresión con disparo de otras armas de fuego, y las no especificadas",62,51,11,18,X95
Jalapa,Otros trastornos del encéfalo,60,27,33,18,G93
Jalapa,Fibrosis y cirrosis del hígado,42,26,16,18,K74
Jalapa,Otras gastroenteritis y colitis de origen infeccioso y no especificado,38,15,23,18,A09
Jalapa,"Disparo de otras armas de fuego, y las no especificadas",38,33,5,18,W34
Jalapa,Exposición a factores no especificados,32,22,10,18,X59
Jalapa,Tumor maligno del hígado y de las vías biliares intrahepáticas,30,13,17,18,C22
Jalapa,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",28,12,16,18,I64
Jalapa,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",26,25,1,18,V89
Jalapa,Tumor maligno del estómago,24,10,14,18,C16
Jalapa,Insuficiencia cardíaca,24,7,17,18,I50
Jalapa,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",298,171,127,18,R00 - R99
Jalapa,Otras causas,644,356,288,18,Otras causas
Jutiapa,Todas las causas,2688,1517,1171,18,Todas las causas
Jutiapa,Infarto agudo del miocardio,444,234,210,18,I21
Jutiapa,"Diabetes mellitus, no especificada",170,63,107,18,E14
Jutiapa,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",159,87,72,18,I64
Jutiapa,"Agresión con disparo de otras armas de fuego, y las no especificadas",128,117,11,18,X95
Jutiapa,"Neumonía, organismo no especificado",112,63,49,18,J18
Jutiapa,Diabetes mellitus no insulinodependiente,90,29,61,18,E11
Jutiapa,Insuficiencia cardíaca,76,42,34,18,I50
Jutiapa,Tumor maligno del estómago,70,37,33,18,C16
Jutiapa,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",59,51,8,18,V89
Jutiapa,Enfermedad renal crónica,56,29,27,18,N18
Jutiapa,Exposición a factores no especificados,56,42,14,18,X59
Jutiapa,Fibrosis y cirrosis del hígado,52,35,17,18,K74
Jutiapa,Tumor maligno del hígado y de las vías biliares intrahepáticas,49,25,24,18,C22
Jutiapa,Otras enfermedades cerebrovasculares,47,27,20,18,I67
Jutiapa,Tumor maligno de la próstata,46,46,0,18,C61
Jutiapa,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",134,79,55,18,R00 - R99
Jutiapa,Otras causas,940,511,429,18,Otras causas
Extranjero,Todas las causas,121,81,40,18,Todas las causas
Extranjero,"Agresión con disparo de otras armas de fuego, y las no especificadas",17,15,2,18,X95
Extranjero,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",12,10,2,18,V89
Extranjero,Infarto agudo del miocardio,7,5,2,18,I21
Extranjero,Ahogamiento y sumersión no especificados,6,6,0,18,W74
Extranjero,Exposición a factores no especificados,4,3,1,18,X59
Extranjero,Agresión con objeto cortante,4,2,2,18,X99
Extranjero,Linfoma no Hodgkin de otro tipo y el no especificado,3,2,1,18,C85
Extranjero,Fibrosis y cirrosis del hígado,3,2,1,18,K74
Extranjero,Enfermedad renal crónica,3,2,1,18,N18
Extranjero,"Enfermedad por virus de la inmunodeficiencia humana [VIH], resultante en enfermedades infecciosas y parasitarias",2,1,1,18,B20
Extranjero,Tumor maligno del estómago,2,1,1,18,C16
Extranjero,Tumor maligno del cuello del útero,2,0,2,18,C53
Extranjero,Diabetes mellitus no insulinodependiente,2,1,1,18,E11
Extranjero,"Diabetes mellitus, no especificada",2,1,1,18,E14
Extranjero,Otras hemorragias intracraneales no traumáticas,2,1,1,18,I62
Extranjero,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",11,6,5,18,R00 - R99
Extranjero,Otras causas,39,23,16,18,Otras causas
Ignorado,Todas las causas,6566,3885,2681,18,Todas las causas
Ignorado,"Neumonía, organismo no especificado",541,311,230,18,J18
Ignorado,Dificultad respiratoria del recién nacido,381,233,148,18,P22
Ignorado,"Agresión con disparo de otras armas de fuego, y las no especificadas",258,225,33,18,X95
Ignorado,Otras gastroenteritis y colitis de origen infeccioso y no especificado,256,134,122,18,A09
Ignorado,Exposición a factores no especificados,228,171,57,18,X59
Ignorado,Otras malformaciones congénitas del corazón,226,118,108,18,Q24
Ignorado,Neumonía congénita,191,114,77,18,P23
Ignorado,Sepsis bacteriana del recién nacido,186,111,75,18,P36
Ignorado,Otras sepsis,168,95,73,18,A41
Ignorado,"Otras malformaciones congénitas, no clasificadas en otra parte",144,89,55,18,Q89
Ignorado,Asfixia del nacimiento,114,67,47,18,P21
Ignorado,Síndromes de aspiración neonatal,113,63,50,18,P24
Ignorado,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",107,79,28,18,V89
Ignorado,"Trastornos relacionados con duración corta de la gestación y con bajo peso al nacer, no clasificados en otra parte",96,49,47,18,P07
Ignorado,"Exposición a humos, fuegos o llamas no especificados",92,44,48,18,X09
Ignorado,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",486,272,214,18,R00 - R99
Ignorado,Otras causas,2979,1710,1269,18,Otras causas
Todos los departamentos,Todas las causas,85600,47002,38598,19,Todas las causas
Todos los departamentos,"Neumonía, organismo no especificado",6335,3240,3095,19,J18
Todos los departamentos,Infarto agudo del miocardio,5901,3164,2737,19,I21
Todos los departamentos,"Diabetes mellitus, no especificada",4974,1995,2979,19,E14
Todos los departamentos,Fibrosis y cirrosis del hígado,2730,1750,980,19,K74
Todos los departamentos,Exposición a factores no especificados,2683,2203,480,19,X59
Todos los departamentos,"Agresión con disparo de otras armas de fuego, y las no especificadas",2470,2144,326,19,X95
Todos los departamentos,Otras gastroenteritis y colitis de origen infeccioso y no especificado,2091,1088,1003,19,A09
Todos los departamentos,Enfermedad renal crónica,1821,987,834,19,N18
Todos los departamentos,Diabetes mellitus no insulinodependiente,1773,725,1048,19,E11
Todos los departamentos,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",1711,1405,306,19,V89
Todos los departamentos,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",1552,735,817,19,I64
Todos los departamentos,Tumor maligno del hígado y de las vías biliares intrahepáticas,1529,717,812,19,C22
Todos los departamentos,Insuficiencia cardíaca,1418,664,754,19,I50
Todos los departamentos,Tumor maligno del estómago,1160,524,636,19,C16
Todos los departamentos,Insuficiencia renal no especificada,1079,578,501,19,N19
Todos los departamentos,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",11350,5760,5590,19,R00 - R99
Todos los departamentos,Otras causas,35023,19323,15700,19,Otras causas
Guatemala,Todas las causas,18820,10132,8688,19,Todas las causas
Guatemala,"Diabetes mellitus, no especificada",1456,628,828,19,E14
Guatemala,Infarto agudo del miocardio,1230,647,583,19,I21
Guatemala,"Agresión con disparo de otras armas de fuego, y las no especificadas",908,762,146,19,X95
Guatemala,Fibrosis y cirrosis del hígado,863,606,257,19,K74
Guatemala,"Neumonía, organismo no especificado",839,418,421,19,J18
